element,wave_A,loggf,lower_state_eV,rad,stark,waals
Ca 1,4211.933,-2.332,4.739,8.317637711026709e7,0.0044668359215096305,-6.53
Mn 1,4211.935,-2.978,4.713,1.5488166189124826e6,1.122018454301963e-6,-7.77
Cr 1,4211.948,-3.854,3.385,1.445439770745928e7,0.0003467368504525317,-6.8
Gd 2,4212.01,-0.424,0.425,,,
Nb 1,4212.049,-0.59,1.61,,,
Ru 1,4212.063,-0.2,0.811,,,
Fe 1,4212.065,-2.758,3.417,1.659586907437563e8,5.128613839913648e-6,-7.57
Fe 1,4212.098,-3.029,4.446,1.584893192461111e8,0.00016218100973589298,-7.15
V 1,4212.198,-2.174,1.945,1.8197008586099824e8,2.4547089156850284e-6,-7.64
U 2,4212.253,-0.811,0.548,,,
Sc 1,4212.32,-0.598,1.986,1.1748975549395303e8,1.445439770745928e-5,-7.55
C 1,4212.347,-3.698,7.946,3.090295432513592e8,0.001071519305237606,-6.98
Mn 1,4212.431,-3.246,2.941,1.5135612484362072e6,7.413102413009177e-7,-7.77
Ti 1,4212.481,-2.028,3.113,1.621810097358933e8,5.011872336272725e-5,-7.3
Sc 1,4212.482,-0.862,1.987,1.2022644346174131e8,1.445439770745928e-5,-7.55
Nb 1,4212.524,-0.84,1.354,,,
Cr 1,4212.529,-0.959,3.011,2.29086765276777e8,6.9183097091893625e-6,-7.64
Zr 1,4212.597,-0.7,1.35,,,
Nd 2,4212.746,-1.53,0.182,,,
Tm 2,4212.785,-2.32,1.087,,,
Ni 1,4212.841,-2.159,3.847,1.445439770745928e8,0.0003311311214825911,-7.27
Mn 1,4212.895,-3.816,3.373,2.884031503126606e6,5.495408738576248e-7,-7.82
Sm 2,4212.93,-1.62,0.485,,,
Pd 1,4212.954,-0.45,1.453,,,
Na 1,4213.001,-2.65,2.102,,,
Y 1,4213.017,-1.351,2.013,1.0232929922807537e8,7.244359600749906e-6,-7.52
Sm 2,4213.03,-1.81,0.485,,,
Ce 2,4213.035,-0.94,0.674,,,
Si 1,4213.038,-4.698,4.93,3.3884415613920206e8,0.0038018939632056127,-6.86
Nd 2,4213.051,-0.3,1.337,,,
Y 1,4213.054,-1.772,1.948,5.754399373371567e7,1.3803842646028839e-5,-7.53
Th 1,4213.067,-1.432,0.317,,,
Ni 1,4213.142,-3.31,4.089,2.6302679918953815e8,1.9054607179632484e-5,-7.49
Cr 1,4213.175,-0.72,3.079,9.772372209558113e6,8.709635899560814e-7,-7.8
Dy 1,4213.18,0.64,0.874,,,
Nd 2,4213.198,-0.15,1.499,,,
Co 2,4213.206,-4.965,3.009,3.5481338923357606e8,2.8840315031266057e-7,-7.91
Ti 1,4213.226,-2.04,2.289,7.943282347242822e7,9.120108393559096e-6,-7.55
Nb 1,4213.242,-0.67,1.524,,,
Ca 1,4213.283,-2.693,4.744,8.128305161640996e7,0.005495408738576248,-6.52
Fe 1,4213.314,-2.866,4.284,1.3803842646028867e8,4.265795188015926e-6,-7.34
Co 1,4213.315,-2.723,3.952,1.445439770745928e8,1.8197008586099827e-5,-7.46
Cr 1,4213.332,-0.429,3.845,1.7378008287493762e8,8.709635899560814e-7,-7.75
Cr 1,4213.351,-2.379,3.375,6.760829753919819e7,7.585775750291836e-7,-7.77
Cr 1,4213.352,-3.604,3.892,2.8840315031266056e7,6.30957344480193e-7,-7.73
Mn 1,4213.376,-2.953,4.608,1.0964781961431828e8,6.30957344480193e-7,-7.83
Tb 2,4213.42,-0.61,0.857,,,
Fe 1,4213.421,-3.874,2.728,6.165950018614822e7,8.511380382023759e-7,-7.81
Fe 1,4213.432,-2.828,4.191,2.238721138568338e8,2.5703957827688645e-5,-7.32
Nb 1,4213.464,-0.47,2.086,,,
V 1,4213.483,-1.951,2.286,8.317637711026709e7,1.5135612484362071e-5,-7.53
Fe 2,4213.51,-1.835,7.773,1.0232929922807536e9,2.0892961308540407e-6,412.287
Y 1,4213.522,0.044,1.853,1.5135612484362072e8,0.0001148153621496883,-7.51
Fe 1,4213.647,-1.29,2.845,5.623413251903491e7,7.413102413009177e-7,228.262
Cr 1,4213.66,-2.69,2.544,158489.3192461114,6.918309709189363e-7,-7.81
Zr 1,4213.86,-0.72,0.604,,,
Os 1,4213.863,-0.03,3.101,,,
V 1,4213.911,-0.895,2.583,2.187761623949552e8,3.8018939632056124e-5,-7.55
Pr 2,4213.995,-1.28,0.216,,,
Ce 2,4214.033,-0.45,0.609,,,
Mn 1,4214.092,-2.097,4.794,1.348962882591656e8,1.2589254117941661e-6,-7.77
Cr 1,4214.145,-3.452,2.545,158489.3192461114,6.918309709189363e-7,-7.81
Cr 1,4214.191,-4.826,2.545,158489.3192461114,6.918309709189363e-7,-7.81
Nd 2,4214.211,-0.16,1.411,,,
Er 2,4214.295,-2.54,0.892,,,
Fe 1,4214.352,-3.09,2.609,1.5135612484362072e8,1.8197008586099826e-6,-7.78
Tb 2,4214.4,-0.71,0.373,,,
Dy 1,4214.41,-0.53,0.938,,,
U 2,4214.411,-2.044,0.036,,,
Ru 1,4214.439,-0.3,1.692,,,
Cr 1,4214.44,-2.695,2.987,1.9952623149688828e8,4.78630092322638e-6,-7.66
Fe 1,4214.48,-3.884,2.469,1.5135612484362072e8,3.890451449942805e-6,-7.58
Nd 2,4214.603,-1.38,0.182,,,
Sc 1,4214.609,-1.951,2.001,1.3803842646028867e8,4.168693834703355e-5,-7.55
Ni 1,4214.654,-3.216,3.841,4.07380277804113e7,0.00019498445997580456,-7.27
Ce 2,4214.692,-1.36,0.621,,,
Ce 2,4214.722,-2.42,1.251,,,
Ti 1,4214.724,-2.299,2.236,1.202264434617413e7,5.495408738576248e-5,-7.46
Nb 1,4214.727,-1.12,0.13,,,
Th 1,4214.829,-1.432,0.615,,,
Fe 1,4214.83,-1.741,4.076,1.659586907437563e8,7.413102413009177e-6,-7.72
Co 1,4214.872,-2.927,1.883,512861.3839913648,6.025595860743581e-7,-7.8
Gd 2,4215.022,-0.44,0.427,,,
Dy 1,4215.16,0.56,0.513,,,
Os 1,4215.16,-1.42,1.747,,,
W 1,4215.377,-0.31,2.422,,,
Nd 2,4215.39,-1.84,0.742,,,
Fe 1,4215.423,-1.756,2.99,2.290867652767775e7,7.079457843841374e-7,-7.81
Ti 1,4215.459,-3.534,1.739,1.0e8,9.120108393559096e-7,-7.71
Fe 1,4215.459,-4.009,2.759,6.3095734448019296e7,8.128305161640995e-7,-7.81
Fe 1,4215.482,-3.348,2.99,1.288249551693135e7,7.413102413009177e-7,-7.82
Ti 1,4215.502,-2.783,2.175,1.1481536214968841e8,7.079457843841373e-6,-7.58
Rb 1,4215.519,-1.883,0.0,,,
Sr 2,4215.519,-0.145,0.0,,,262.208
V 2,4215.715,-4.184,1.673,2.3988329190194947e8,2.754228703338169e-7,-7.86
Cr 1,4215.735,-2.65,3.369,6.918309709189363e7,7.585775750291836e-7,-7.76
Cr 2,4215.738,-3.168,3.104,1.9498445997580415e8,2.570395782768865e-7,224.254
Mn 1,4215.834,-2.539,4.268,2.187761623949552e8,6.760829753919819e-7,-7.77
Fe 1,4215.914,-3.873,4.446,1.584893192461111e8,0.00010471285480508996,-7.12
Fe 1,4215.968,-2.641,2.692,2.0417379446695276e7,6.025595860743581e-7,-7.83
Fe 1,4216.029,-2.556,4.103,2.238721138568338e8,3.3113112148259076e-5,-7.33
Na 1,4216.057,-2.35,2.104,,,
Sc 1,4216.083,-0.599,1.985,1.1748975549395303e8,1.445439770745928e-5,-7.55
Fe 1,4216.139,-2.726,4.154,2.3442288153199178e8,2.089296130854041e-5,-7.32
Fe 1,4216.147,-1.975,4.593,3.981071705534969e8,1.0232929922807536e-5,-7.64
Fe 1,4216.183,-3.356,0.0,10000.0,6.760829753919819e-7,218.249
Fe 1,4216.219,-6.355,2.453,1.9952623149688828e8,1.698243652461746e-6,-7.75
Nb 2,4216.226,-1.45,1.694,,,
Cr 1,4216.248,-4.057,2.967,2.3442288153199226e7,2.5118864315095822e-5,-7.33
Ti 1,4216.273,-3.516,2.396,1.0715193052376048e8,6.30957344480193e-6,-7.46
V 1,4216.342,-4.804,0.287,2.3442288153199228e6,6.918309709189363e-7,-7.79
Cr 1,4216.358,-1.998,3.013,2.29086765276777e8,6.9183097091893625e-6,-7.64
V 1,4216.364,-3.095,0.275,9.120108393559097e7,1.096478196143185e-6,-7.74
Fe 1,4216.475,-0.996,4.313,2.3988329190194947e8,3.8904514499428046e-5,-7.36
Fe 1,4216.604,-2.149,4.191,2.238721138568338e8,2.39883291901949e-5,-7.32
Ce 2,4216.642,-2.63,0.74,,,
Ce 2,4216.688,-0.56,2.568,,,
Fe 1,4216.786,-1.915,4.435,1.348962882591656e8,0.0001230268770812381,-7.13
Ti 1,4216.789,-1.938,2.292,7.943282347242822e7,9.120108393559096e-6,-7.55
Fe 1,4216.807,-2.313,4.371,3.090295432513592e8,2.6915348039269138e-6,-7.44
Cr 2,4217.056,-2.821,3.105,1.9498445997580415e8,2.570395782768865e-7,224.254
Ti 1,4217.079,-1.972,2.249,1.230268770812381e7,5.248074602497723e-5,-7.46
Cr 1,4217.164,-4.338,2.967,2.4547089156850286e7,2.4547089156850286e-5,-7.34
Mn 1,4217.18,-2.624,4.713,7.585775750291836e7,6.165950018614822e-6,-7.69
Gd 2,4217.187,-0.39,0.662,,,
Ce 2,4217.224,-2.57,1.296,,,
Th 2,4217.225,-1.859,0.765,,,
Ti 1,4217.239,-0.886,3.108,5.888436553555884e7,6.025595860743581e-6,-7.23
Ru 1,4217.266,-0.92,0.811,,,
Nd 2,4217.27,-1.27,0.38,,,
Ti 2,4217.318,-3.827,2.061,2.238721138568338e8,3.4673685045253164e-7,-7.86
Co 2,4217.431,-1.845,5.071,3.981071705534969e8,2.754228703338169e-7,-7.9
La 2,4217.543,0.01,1.946,,,
Fe 1,4217.546,-0.484,3.43,1.348962882591656e8,1.1481536214968817e-5,831.281
Ce 2,4217.587,-0.12,1.058,,,
Cr 1,4217.608,-0.765,3.011,2.511886431509582e8,8.128305161640995e-6,-7.61
V 1,4217.675,-3.967,1.218,4.897788193684466e6,7.244359600749906e-7,-7.78
Fe 1,4217.708,-10.311,0.052,0.14791083881682077,5.128613839913648e-7,-7.82
Ir 1,4217.755,-1.69,1.997,,,
Ni 1,4217.78,-3.031,3.542,1.479108388168207e8,1.6595869074375598e-5,-7.32
Y 1,4217.798,-0.543,1.305,6.165950018614822e7,5.888436553555884e-6,-7.58
Ce 2,4217.835,-0.99,1.274,,,
Cr 1,4217.907,-2.331,3.98,1.7782794100389227e8,8.511380382023759e-7,-7.75
Nb 1,4217.945,-1.1,0.086,,,
V 1,4217.963,-0.981,2.581,2.187761623949552e8,1.9498445997580456e-5,-7.54
Ni 1,4217.981,-3.041,3.847,1.3803842646028867e8,0.00028840315031266055,-7.26
Cr 1,4217.984,-3.239,3.698,2.0417379446695316e8,1.071519305237607e-5,-7.53
Co 1,4218.012,-2.762,2.542,2.6302679918953815e8,1.3803842646028838e-6,-7.76
V 1,4218.056,-2.744,1.849,7.943282347242822e6,7.413102413009177e-7,-7.8
Cr 1,4218.07,-1.577,4.532,1.2589254117941661e8,8.91250938133746e-6,-7.54
Dy 1,4218.1,0.68,0.513,,,
Ca 1,4218.119,-2.447,4.744,8.317637711026709e7,0.003981071705534973,-6.53
Fe 1,4218.12,-5.655,0.99,5.495408738576248e6,6.918309709189363e-7,-7.82
Ti 2,4218.165,-4.33,1.116,2.5703957827688646e8,3.162277660168379e-7,-7.84
Th 2,4218.186,-1.178,1.454,,,
Fe 1,4218.205,-3.759,2.433,1.1748975549395303e6,6.025595860743581e-7,-7.82
Sc 1,4218.226,-0.618,1.986,1.1748975549395303e8,1.445439770745928e-5,-7.55
Cr 1,4218.268,-2.763,3.668,2.089296130854041e8,1.5488166189124828e-5,-7.53
Cr 1,4218.359,-1.352,3.966,1.659586907437563e8,1.0471285480508985e-6,-7.75
Mn 2,4218.38,-1.967,6.913,2.3442288153199178e8,3.311311214825908e-7,-7.89
Sc 1,4218.388,-1.399,1.987,1.2022644346174131e8,1.445439770745928e-5,-7.55
Mn 1,4218.413,-1.334,4.726,7.762471166286911e7,1.2589254117941661e-6,-7.77
Zr 1,4218.429,-1.21,0.633,,,
V 1,4218.483,-1.48,1.95,1.8197008586099824e8,2.4547089156850284e-6,-7.64
Nd 2,4218.542,-0.27,1.457,,,
Th 2,4218.542,-1.319,1.311,,,
W 1,4218.552,-0.77,2.267,,,
Yb 2,4218.565,-0.52,4.652,,,
Dy 2,4218.58,-1.58,0.928,,,
Sm 1,4218.632,-0.255,0.499,,,
Cr 1,4218.668,-2.736,3.435,3.715352290971728e6,6.45654229034655e-7,-7.79
Yb 1,4218.698,0.317,3.069,,,
V 1,4218.702,-2.13,0.301,9.120108393559097e7,1.096478196143185e-6,327.251
V 1,4218.705,-2.123,1.711,7.079457843841374e7,8.128305161640995e-7,-7.77
Cu 1,4218.719,-2.161,5.153,1.1220184543019652e8,3.3884415613920275e-6,-7.58
Ce 2,4218.815,-1.16,2.473,,,
Fe 1,4218.942,-2.384,4.435,1.4125375446227553e8,0.00010715193052376059,-7.13
V 1,4218.995,-2.398,2.575,1.698243652461746e8,1.0471285480508985e-6,-7.68
Cr 1,4219.032,-2.666,3.092,2.1379620895022325e7,6.30957344480193e-7,-7.79
Cr 1,4219.105,-2.794,3.668,2.0417379446695316e8,1.584893192461114e-5,-7.53
Fe 1,4219.112,-2.249,3.368,2.4547089156850335e8,5.623413251903491e-6,-7.54
Nd 2,4219.23,-2.29,0.38,,,
Sm 1,4219.307,-1.404,0.036,,,
Ni 1,4219.35,-2.946,3.543,2.290867652767775e7,1.6595869074375598e-5,-7.32
Fe 1,4219.36,0.0,3.573,1.1220184543019652e8,8.128305161640995e-7,285.265
W 1,4219.375,-1.8,0.771,,,
Ce 2,4219.39,-0.79,1.254,,,
Mo 1,4219.392,-1.854,2.291,,,
Fe 1,4219.414,-1.896,2.99,3.8018939632056125e7,8.511380382023759e-7,-7.8
Cr 1,4219.471,-3.495,2.987,1.9498445997580415e8,4.073802778041131e-6,-7.68
Ti 1,4219.476,-2.508,3.215,3.1622776601683795e8,1.0e-5,-7.5
V 1,4219.49,-2.625,0.287,9.120108393559097e7,1.096478196143185e-6,325.252
Nd 2,4219.56,-1.6,0.38,,,
Fe 1,4219.564,-5.003,3.929,4.897788193684466e7,1.3803842646028839e-5,-7.41
Fe 1,4219.591,-2.589,3.547,1.7378008287493762e8,9.549925860214369e-7,-7.75
Cr 1,4219.609,-2.159,3.011,2.29086765276777e8,7.244359600749906e-6,-7.63
Ti 2,4219.617,-1.73,4.895,5.1286138399136585e8,2.5703957827688647e-6,-7.64
Sc 1,4219.663,-1.955,2.01,1.348962882591656e8,4.168693834703355e-5,-7.55
Y 1,4219.667,-1.271,1.992,1.5135612484362072e8,1.8197008586099827e-5,-7.47
Sc 1,4219.704,-0.716,1.985,1.1748975549395303e8,1.445439770745928e-5,-7.55
Ce 2,4219.707,-1.31,1.319,,,
Fe 1,4219.723,-3.988,3.654,1.1748975549395303e8,1.9952623149688786e-5,-7.52
Mn 1,4219.882,-2.703,4.685,8.91250938133746e7,9.549925860214369e-7,-7.77
Y 1,4219.92,-0.841,2.058,1.348962882591656e8,7.244359600749906e-6,-7.43
Fe 1,4219.952,-1.835,4.415,2.3442288153199178e8,0.00014791083881682073,-7.32
Fe 1,4220.049,-1.66,3.929,4.570881896148752e7,1.3803842646028839e-5,1172.29
Th 1,4220.065,-1.067,0.69,,,
Ca 2,4220.071,-1.91,7.515,5.888436553555884e7,4.7863009232263804e-5,-7.17
V 2,4220.073,-2.67,1.675,3.3884415613920206e8,3.4673685045253164e-7,-7.86
Tb 2,4220.09,-0.87,0.772,,,
Cr 1,4220.127,-2.327,3.422,1.0232929922807537e8,3.162277660168379e-6,-7.73
Sm 2,4220.15,-1.17,0.434,,,
Ce 2,4220.184,-2.1,0.704,,,
Nd 2,4220.25,-0.8,0.321,,,
Co 1,4220.276,-2.011,2.875,9.332543007969905e7,5.495408738576248e-7,-7.81
Ni 1,4220.335,-2.865,3.841,4.265795188015926e7,0.00013182567385564074,-7.27
Fe 1,4220.341,-1.311,3.071,1.0e8,8.511380382023759e-7,315.266
Ce 2,4220.391,-2.78,1.092,,,
Ti 1,4220.392,-3.028,3.128,3.311311214825908e8,4.7863009232263804e-5,-7.4
Cr 1,4220.447,-1.564,2.967,3.3884415613920274e6,7.585775750291836e-7,-7.79
Ce 2,4220.543,-0.45,2.129,,,
Sm 2,4220.55,-2.29,0.04,,,
Mn 1,4220.609,-0.78,4.194,1.2302687708123812e8,1.8197008586099826e-6,277.258
Ce 2,4220.614,-1.66,1.206,,,
Y 1,4220.629,0.051,1.853,1.5135612484362072e8,0.00015135612484362088,-7.51
Zr 1,4220.631,-1.72,0.623,,,
Sm 2,4220.66,-0.44,0.544,,,
Ru 1,4220.681,-0.45,1.734,,,
Sm 2,4220.69,-2.29,0.185,,,
Ce 2,4220.767,-0.94,1.177,,,
Ir 1,4220.8,-0.85,3.269,,,
Er 1,4220.987,0.048,0.863,,,
V 1,4221.033,-0.953,2.583,2.187761623949552e8,1.9498445997580456e-5,-7.54
Co 1,4221.068,-1.274,3.812,1.2022644346174131e8,4.570881896148752e-6,-7.55
Re 1,4221.074,-0.8,1.436,,,
C 1,4221.107,-4.747,7.483,4.1686938347033465e8,0.00031622776601683794,-7.33
Dy 1,4221.11,0.76,0.513,,,
Nd 2,4221.13,-1.01,0.559,,,
Mn 1,4221.146,-3.303,3.378,2.884031503126606e6,5.495408738576248e-7,-7.82
Ce 2,4221.169,-1.03,0.876,,,
Co 1,4221.284,-2.361,3.568,8.91250938133746e7,1.0232929922807536e-5,-7.45
Ce 2,4221.321,-2.27,0.902,,,
Cr 1,4221.377,-2.152,4.096,3.235936569296281e7,8.709635899560814e-7,-7.79
Fe 2,4221.393,-3.389,6.138,3.311311214825908e8,2.951209226666384e-7,183.214
Fe 1,4221.393,-2.232,4.446,1.698243652461746e8,0.00013803842646028852,-7.13
Ce 2,4221.481,-1.81,1.013,,,
Mn 1,4221.56,-1.38,4.685,,,
Cr 1,4221.57,-0.059,3.85,1.7378008287493762e8,8.709635899560814e-7,-7.75
Ni 1,4221.682,-2.1,3.306,1.3182567385564047e8,3.6307805477010103e-6,-7.59
Fe 2,4221.713,-4.022,6.138,3.311311214825908e8,2.951209226666384e-7,183.213
Ce 2,4221.731,-1.71,0.977,,,
Ce 2,4221.733,-2.31,1.676,,,
Ni 1,4221.791,-3.661,3.841,4.07380277804113e7,8.912509381337459e-5,-7.27
Mn 1,4221.824,-1.174,4.685,8.317637711026709e7,8.511380382023759e-7,301.272
Sc 1,4221.852,-0.788,1.986,1.1748975549395303e8,1.445439770745928e-5,-7.55
Sm 2,4221.86,-1.8,0.659,,,
Ce 2,4221.897,-2.41,2.008,,,
Cr 1,4221.935,-3.641,2.987,1.9498445997580415e8,3.0199517204020193e-6,-7.7
Tm 2,4221.95,-1.23,2.766,,,
Cr 2,4221.996,-2.247,5.662,3.715352290971728e8,3.235936569296281e-7,203.299
Dy 2,4222.034,-1.679,0.538,,,
W 1,4222.05,-0.86,1.868,,,
Ca 1,4222.072,-2.473,4.554,2.818382931264455e7,0.0001445439770745928,-6.88
Dy 1,4222.21,0.32,1.142,,,
Fe 1,4222.213,-0.967,2.45,1.5135612484362072e8,3.890451449942805e-6,751.238
Co 1,4222.246,-2.05,3.105,8.317637711026709e7,3.7153522909717276e-6,-7.55
Ti 1,4222.276,-3.601,1.46,7.079457843841374e7,1.288249551693135e-6,-7.76
V 1,4222.338,-1.153,1.931,1.7782794100389227e8,2.5703957827688647e-6,-7.65
Fe 1,4222.345,-4.51,2.588,5.888436553555884e7,1.0471285480508985e-6,-7.82
U 1,4222.368,-0.086,0.471,,,
Zr 2,4222.381,-0.9,1.208,,,
Mo 1,4222.409,-1.797,2.291,,,
Ca 1,4222.456,-2.807,4.681,7.943282347242822e7,0.00028840315031266055,-6.75
C 1,4222.471,-3.875,7.946,3.090295432513592e8,0.001995262314968879,-6.98
V 1,4222.574,-1.367,2.332,1.445439770745928e8,4.570881896148752e-6,-7.63
Ce 2,4222.58,-3.63,1.014,,,
Ce 2,4222.597,-0.15,0.122,,,
Ca 1,4222.62,-1.97,4.624,3.388441561392027e7,0.00044668359215096305,-6.85
Ce 2,4222.636,-1.31,0.792,,,
Tm 1,4222.67,-0.47,1.088,,,
Nb 1,4222.674,-1.39,1.157,,,
Ce 2,4222.695,-1.58,0.621,,,
Cr 1,4222.728,-0.98,3.013,2.29086765276777e8,7.244359600749906e-6,347.242
Ti 1,4222.733,-4.189,2.267,1.202264434617413e7,5.7543993733715664e-5,-7.46
Cr 1,4222.828,-2.639,4.44,6.918309709189363e7,2.951209226666384e-6,-7.74
Fe 2,4222.892,-0.922,11.0,2.0417379446695316e8,1.8197008586099827e-5,-7.31
V 1,4222.921,-1.007,2.316,9.332543007969905e7,4.466835921509635e-5,-7.53
Pr 2,4222.934,0.271,0.055,,,
Mo 1,4222.96,-1.173,3.198,,,
Gd 2,4223.017,-0.799,1.527,,,
Ti 1,4223.04,-3.196,2.318,4.570881896148752e7,3.090295432513592e-6,-7.56
Ti 1,4223.047,-4.972,1.734,9.549925860214369e7,2.818382931264455e-6,-7.71
C 1,4223.147,-3.922,7.946,3.090295432513592e8,0.00162181009735893,-6.98
Ce 2,4223.156,-1.51,1.155,,,
C 1,4223.162,-4.383,7.946,3.090295432513592e8,0.001995262314968879,-6.98
Nd 2,4223.2,-1.27,0.38,,,
Fe 1,4223.234,-4.114,2.453,3.8018939632056127e6,6.165950018614822e-7,-7.82
Cr 1,4223.257,-1.708,4.855,1.479108388168207e8,0.00010471285480508996,-7.46
Fe 1,4223.34,-2.065,4.301,2.5703957827688646e8,2.2908676527677747e-6,-7.29
Ce 2,4223.358,-1.8,1.546,,,
C 1,4223.362,-3.95,7.946,3.090295432513592e8,0.0016982436524617442,-6.98
Ca 1,4223.446,-2.18,4.739,7.943282347242822e7,0.003019951720402016,-6.58
Cr 1,4223.452,-2.19,3.013,2.29086765276777e8,7.244359600749906e-6,-7.63
Sm 2,4223.71,-1.27,0.333,,,
Fe 1,4223.729,-2.91,2.949,1.698243652461746e7,5.128613839913648e-7,330.258
Ce 2,4223.749,0.01,3.395,,,
Co 1,4223.774,-2.51,2.958,8.128305161640996e7,3.3884415613920275e-6,798.228
Ni 1,4223.784,-2.234,3.847,1.3803842646028867e8,0.00019498445997580456,-7.27
Ce 2,4223.881,-0.92,0.529,,,
Ni 2,4224.01,-5.033,3.604,3.630780547701018e8,2.454708915685029e-7,-7.93
Cr 1,4224.078,-2.837,3.375,6.918309709189363e7,7.585775750291836e-7,-7.76
Cr 2,4224.087,-3.475,3.858,2.3442288153199178e8,2.8840315031266057e-7,204.287
V 1,4224.13,-0.489,1.95,1.659586907437563e8,9.549925860214369e-6,-7.7
Fe 1,4224.171,-0.506,3.368,2.3988329190194947e8,8.128305161640995e-6,783.294
Fe 1,4224.193,-5.761,2.94,6.165950018614822e7,5.370317963702533e-6,-7.55
Mo 1,4224.223,-3.595,1.335,,,
Sm 2,4224.24,-1.81,0.434,,,
Th 2,4224.241,-2.127,0.189,,,
Y 1,4224.252,0.153,2.013,1.348962882591656e8,1.122018454301963e-5,-7.47
Gd 1,4224.262,-0.431,0.927,,,
Zr 2,4224.264,-1.88,0.758,,,
Fe 1,4224.293,-2.847,4.103,2.238721138568338e8,0.00015848931924611142,-7.33
Fe 1,4224.297,-1.86,4.283,2.5703957827688646e8,4.365158322401657e-6,-7.3
Cr 1,4224.306,-5.183,2.544,2.238721138568338e8,4.897788193684466e-5,-7.44
Mn 1,4224.318,-1.61,4.726,8.91250938133746e7,8.511380382023759e-7,309.259
Ti 1,4224.324,-3.219,2.297,7.943282347242822e7,9.120108393559096e-6,-7.55
Ce 2,4224.354,-1.82,1.52,,,
Co 1,4224.478,-3.196,2.877,9.332543007969905e7,5.495408738576248e-7,-7.81
Cr 1,4224.51,-1.688,3.087,9.772372209558113e6,8.709635899560814e-7,-7.8
Cr 1,4224.51,-0.543,4.613,1.9952623149688828e8,1.3803842646028838e-6,-7.72
Fe 1,4224.513,-1.04,3.43,2.3442288153199178e8,8.91250938133746e-6,827.282
V 2,4224.521,-2.65,1.686,3.235936569296281e8,3.4673685045253164e-7,-7.86
Ce 2,4224.56,-0.86,1.14,,,
V 1,4224.587,-2.235,2.295,9.549925860214369e7,5.3703179637025325e-5,-7.53
Fe 1,4224.627,-3.133,2.759,6.3095734448019296e7,8.128305161640995e-7,-7.81
Fe 1,4224.656,-4.219,4.446,1.7378008287493762e8,0.0001230268770812381,-7.14
W 1,4224.753,-0.08,2.967,,,
Ti 1,4224.784,-0.297,2.778,5.128613839913648e7,2.2908676527677747e-6,-7.67
Co 1,4224.82,-1.934,3.409,7.244359600749905e7,2.691534803926914e-5,-7.67
Nd 2,4224.84,-0.9,0.631,,,
Cr 2,4224.86,-1.254,5.33,2.089296130854041e8,3.311311214825908e-7,188.22
V 2,4224.935,-3.524,1.679,2.3988329190194947e8,2.754228703338169e-7,-7.86
Fe 1,4224.961,-3.765,4.143,5.495408738576248e7,6.760829753919819e-5,-7.5
Ni 1,4225.026,-3.572,3.833,8.91250938133746e7,3.3884415613920276e-5,-7.27
Gd 1,4225.032,-0.74,0.213,,,
V 1,4225.079,-3.704,1.854,7.943282347242822e6,7.413102413009177e-7,-7.8
Mn 1,4225.08,-2.26,4.194,1.737800828749376e7,2.1379620895022326e-6,250.245
Ru 1,4225.103,-0.16,2.51,,,
Co 1,4225.11,-2.705,1.883,1.071519305237607e6,6.025595860743581e-7,-7.8
Gd 2,4225.137,-0.97,0.6,,,
Dy 1,4225.16,0.89,0.874,,,
V 2,4225.213,-1.463,2.026,1.8197008586099824e8,2.8840315031266057e-7,-7.85
Sm 2,4225.32,-0.62,0.188,,,
Pr 2,4225.346,0.111,0.0,,,
Sm 2,4225.354,-1.132,0.0,,,
Fe 1,4225.454,-0.51,3.417,1.4125375446227553e8,1.1748975549395302e-5,816.284
Ti 1,4225.463,-3.097,2.408,1.0715193052376048e8,6.30957344480193e-6,-7.46
V 2,4225.513,-1.533,4.776,2.7542287033381635e8,3.715352290971728e-7,-7.87
Zr 1,4225.535,-0.59,1.53,,,
Ca 1,4225.541,-2.227,4.43,6.165950018614822e7,3.3884415613920276e-5,-6.99
Sc 1,4225.544,-0.692,2.001,1.1748975549395303e8,1.445439770745928e-5,-7.55
Fe 1,4225.659,-2.8,3.415,3.4673685045253165e7,7.244359600749906e-7,-7.81
Sc 1,4225.688,-0.913,1.996,1.2022644346174131e8,1.445439770745928e-5,-7.55
Ti 1,4225.707,-3.606,2.427,1.0715193052376048e8,6.456542290346549e-6,-7.46
Fe 1,4225.714,-1.498,4.22,2.8183829312644494e8,1.3489628825916533e-5,-7.33
V 1,4225.717,-2.72,2.608,1.1220184543019652e8,3.7153522909717276e-6,-7.5
Ce 2,4225.728,-1.3,0.869,,,
Fe 1,4225.758,-3.778,4.446,1.5488166189124796e8,6.0255958607435806e-5,-7.13
Ca 1,4225.768,-2.795,4.744,7.943282347242822e7,0.0025703957827688645,-6.58
Mn 1,4225.769,-2.006,5.112,2.0417379446695316e8,1.698243652461746e-6,-7.77
Fe 1,4225.791,-5.46,2.424,6.918309709189363e7,6.760829753919819e-7,-7.82
Gd 1,4225.848,0.43,0.213,,,
V 1,4225.919,-2.656,1.218,4.786300923226381e6,7.244359600749906e-7,-7.78
Ti 1,4225.936,-3.841,1.873,2.0417379446695316e8,1.071519305237607e-6,-7.65
Fe 1,4225.956,-1.41,3.047,1.1481536214968817e7,6.606934480075964e-7,215.262
V 1,4226.06,-2.22,1.711,6.3095734448019296e7,7.585775750291836e-7,-7.76
